G47,G48,G36,G755,G40,G733,G781,G753,G756,G720,G746,G744,G764,G716,G758,G760,G748,G717,G763,G778,G34,G728,G718,G780,G727,G37,G757,G722,G747,G538,G732,G729,G761,G762,G724,G726,G731,G759,G719,G723,G715,G552,G713,G745,G736,G725
6.6745,7.8217,7.2165,7.674,7.2342,7.5748,7.1691,6.7395,6.6429,6.9611,6.8589,5.3906,7.7112,6.1834,8.0725,7.8481,7.6419,6.454,7.7391,7.4067,7.8987,8.1404,6.6896,7.3788,7.0425,8.4849,7.6654,6.7536,7.5658,6.6288,6.2721,9.1776,7.6517,6.5151,6.7321,7.7082,7.7033,6.9933,6.9584,6.9831,7.5254,7.9065,9.4254,7.6259,5.989,9.1475
6.5807,7.7903,7.3939,8.2916,7.3763,7.5775,6.9884,6.8719,6.7331,7.3164,6.7851,5.6359,7.9081,6.2432,8.21,7.9363,7.7337,6.609,7.6832,7.5273,7.8617,8.2639,6.8989,7.5198,7.4339,8.4741,7.717,6.9751,7.6632,6.7105,6.262,9.2994,7.8509,6.7445,7.0608,7.9518,7.8588,7.1706,7.0297,7.1764,7.5404,7.7248,9.3342,7.4938,6.038,9.1197
6.8887,7.4772,7.1771,8.1391,6.7194,7.3718,6.9323,6.7983,6.7325,6.8331,6.7305,5.2998,7.5758,5.5494,8.0693,7.8505,7.3133,6.3916,7.4326,7.2097,7.6356,8.0715,6.5331,7.3057,6.8612,8.2944,7.6075,6.2403,7.3871,6.5725,5.9999,9.2088,7.5029,6.3482,6.3664,7.4025,7.6879,7.0292,6.7354,6.7876,7.0909,8.4747,9.1417,7.6375,5.7735,9.3724
7.0513,12.035,10.954,8.1891,9.9283,13.337,10.34,11.439,10.011,10.058,10.395,6.0583,12.123,10.69,10.975,11.411,9.2486,9.3986,11.253,10.015,9.3423,10.683,9.2596,11.133,9.0743,11.707,11.495,9.8025,8.885,7.9223,6.849,11.739,11.912,11.746,9.3229,9.7722,10.687,11.55,8.8321,10.996,10.842,7.6627,11.373,10.009,11.272,10.025
6.4539,7.4667,7.281,7.9832,7.0411,7.4038,6.8894,6.5767,6.545,6.757,6.6853,5.2118,7.5902,6.1161,7.9362,7.8314,7.2757,6.3804,7.5643,7.3567,7.7744,8.0501,6.4802,7.1714,7.0147,8.3066,7.6355,6.5099,7.3791,6.4655,6.0243,9.0161,7.4841,6.4042,6.5807,7.6097,7.5737,6.8578,6.7209,6.7521,7.4141,8.038,9.2678,7.5043,5.6182,9.0414
7.1445,7.7087,7.4701,8.3523,7.2352,7.5587,6.9619,6.9537,6.7111,6.9518,6.7594,5.6765,7.9494,6.2529,8.0573,7.9518,7.5176,6.615,7.8117,7.4972,7.9168,7.8843,6.6882,7.3065,6.7841,8.5031,7.6928,6.6078,7.6678,6.702,6.4161,9.2042,7.552,6.7176,6.3011,7.4456,7.8999,7.1106,6.7615,6.7554,7.6435,7.9662,9.2608,7.5891,5.8653,9.4297
6.4945,8.0192,7.5254,7.782,7.6787,7.335,7.2079,7.4817,7.1504,7.8092,7.0891,6.1197,8.163,6.5416,8.712,8.6158,7.9912,6.8906,8.3419,7.576,8.2379,8.4355,7.1024,7.6915,7.8694,8.542,8.2718,7.3556,7.8876,7.0965,6.2569,9.4397,8.4379,7.6245,7.1104,8.15,8.2081,7.9521,7.2112,8.0074,7.7987,7.869,9.1228,8.0082,6.4553,8.8362
6.9301,7.8251,7.6443,7.6041,7.6235,7.3602,7.3152,7.5428,7.034,7.621,7.0831,5.9189,8.1287,6.8539,8.7291,8.5633,8.0272,6.9549,8.2231,7.6785,8.3139,8.6759,7.2109,7.85,7.6149,8.4801,8.1866,7.1881,8.0311,6.905,6.3992,9.6533,8.5407,7.4221,7.1081,8.0854,8.1629,7.7652,7.2228,8.0152,7.9992,8.1566,9.1315,7.7545,6.5558,8.8481
6.612,7.9731,7.5441,8.263,7.6903,7.4027,7.1043,7.4708,7.1822,7.3919,6.9599,5.6147,8.3051,6.5215,8.6388,8.5621,7.8889,6.835,8.3306,7.6856,8.0806,8.56,7.1764,7.728,7.6852,8.4828,8.1929,7.0193,7.7029,6.7733,6.1524,9.5588,8.3489,7.4056,6.9955,7.974,8.0318,7.7276,7.0565,7.6572,7.963,9.1218,9.3256,7.7863,6.4825,9.4428
6.6254,7.9392,7.4964,8.4344,7.5078,7.6024,7.192,7.6615,7.2757,7.655,6.957,5.6516,8.4544,6.5617,8.8031,8.8072,7.8243,6.9533,8.2766,7.5226,8.0036,8.6589,7.0843,7.7571,7.6155,8.4983,8.7272,7.3973,7.7581,6.8677,6.1236,9.5259,8.6636,7.9067,7.3254,8.114,8.1081,8.4745,7.2636,8.0351,7.9778,9.5962,10.786,7.5129,6.8722,9.359
6.8219,7.9609,7.72,8.7581,7.6718,7.5448,7.3437,7.4573,6.9655,7.4031,6.8062,5.8926,8.2059,6.58,8.4379,8.1985,7.8734,7.0134,7.9397,7.5913,8.0126,8.5585,7.1121,7.557,7.7194,8.4973,8.006,7.0107,7.8614,7.0956,6.4307,9.3997,7.9292,7.0444,6.8977,8.0102,8.1865,7.3204,6.8,7.2638,8.0121,8.6447,10.868,7.3345,6.2861,10.691
6.8384,7.7565,7.7809,9.2078,7.5245,7.8985,7.157,7.356,6.8427,7.1495,6.9665,5.5251,8.3082,6.6064,8.1805,8.0332,7.6959,6.8641,7.8557,7.695,7.7879,8.2394,6.9825,7.5105,7.275,8.3332,7.8714,6.7477,7.6457,6.9182,6.0356,9.3098,7.5907,6.6077,6.8298,7.7302,7.9655,7.2276,6.8079,7.2197,8.0276,8.9193,12.044,7.1465,6.5462,10.636
6.6474,7.7286,7.6896,9.1838,7.7301,7.6967,7.0992,7.3806,6.8548,7.3229,6.7866,5.6433,8.315,6.5773,8.3354,8.117,7.7157,6.7521,7.9698,7.675,7.8072,8.3375,6.9842,7.5423,7.5005,8.5339,7.9733,6.7086,7.5911,6.8796,6.0903,9.3523,7.714,6.8492,7.0113,7.932,8.0738,7.0426,6.5633,7.335,8.1256,8.3342,11.76,7.3051,6.4443,9.9504
6.927,7.8454,7.997,8.7164,7.8024,7.8904,7.3647,7.6556,6.9322,7.188,6.9232,6.049,8.4785,6.7815,8.3514,8.0363,7.9238,6.715,8.0962,7.6811,7.9657,8.4744,7.0094,7.6806,7.5611,8.5113,8.0399,6.8123,7.8408,7.0324,6.1065,9.44,7.889,6.8985,7.0863,7.9429,8.1407,7.3097,6.7498,7.2714,8.2764,7.9847,11.403,7.3753,6.5668,9.7826
6.9303,8.284,7.9148,8.5682,7.9563,7.8906,7.5947,7.7927,7.1007,7.57,7.2326,6.0838,8.6508,6.5712,8.7673,8.4913,8.1507,6.8871,8.3024,7.8265,8.2901,8.5579,7.2039,7.5467,7.8693,8.8031,8.2708,7.176,7.7817,7.3314,6.2183,9.7369,8.2887,7.1252,7.1201,8.1229,8.6258,7.5223,6.6862,7.423,8.0599,7.438,10.619,7.5375,6.4321,8.9768
6.5354,8.0173,7.4798,7.3172,7.6121,7.2338,7.2721,7.2776,7.1171,7.4527,7.018,6.2079,7.9149,6.5126,8.5298,8.2103,7.9978,6.8091,7.8722,7.6936,8.0061,8.2785,7.0305,7.5883,7.3602,8.5381,8.1313,7.0663,7.8876,6.9725,6.2276,9.5603,8.121,7.1287,6.9244,7.8356,8.095,7.5525,7.2994,7.4133,7.6879,7.6882,9.0181,7.7067,6.2535,8.6455
6.762,8.024,7.7033,7.9627,7.5948,7.423,7.2793,7.4572,7.1248,7.5826,6.9676,6.2915,8.1982,6.5124,8.5246,8.5296,7.8513,7.0114,8.2675,7.5323,8.138,8.5967,7.1488,7.6886,7.655,8.4275,8.1775,7.1863,7.8614,7.1734,6.3097,9.48,8.3273,7.428,7.0878,8.1697,7.9308,7.6672,7.1681,7.8327,7.7517,7.8788,9.0743,7.681,6.4392,9.0121
6.4117,7.8785,7.5173,7.5852,7.5504,7.3106,7.1543,7.2724,6.8845,7.6479,7.0111,6.2252,7.9973,6.5607,8.3568,8.4902,7.7593,7.0874,8.1396,7.6608,7.9544,8.4942,7.0457,7.5022,7.6391,8.3661,7.9947,7.2378,7.7367,7.0135,6.1585,9.4841,8.2004,7.3665,6.8682,8.0987,8.0091,7.6753,7.2246,7.9604,7.87,8.0277,9.0492,7.8178,6.486,9.1366
6.7755,7.784,7.5147,8.1675,7.4526,7.4589,6.9748,7.5035,7.2068,7.6184,6.8986,5.643,8.0494,6.6609,8.6672,8.6595,7.8005,7.0998,8.0996,7.4547,7.9329,8.7519,7.1528,7.5625,7.5351,8.2305,8.5648,7.2906,7.7143,6.603,6.3961,9.3759,8.5289,7.5171,7.2621,7.9512,7.8819,8.3693,7.2207,8.2302,7.7434,8.9633,9.3095,7.5681,6.5244,8.864
6.6924,8.0254,7.583,7.7333,7.7578,7.4037,7.4771,7.6982,7.3732,7.9556,7.0745,5.6699,8.4038,6.6913,8.9741,9.2398,7.7483,6.9333,8.5033,7.7557,8.1262,8.6879,7.3627,7.7931,7.8286,8.6023,8.5871,7.6769,7.8007,6.9427,6.3932,9.3666,9.011,8.1944,7.3546,8.3126,8.0405,8.3636,7.4569,8.4144,7.9851,10.21,9.3692,8.3121,7.1379,9.2514
6.4588,7.9327,7.4784,7.9796,7.7299,7.4854,7.0448,6.9348,6.6456,7.1596,6.6906,5.6984,8.0161,6.8162,8.3664,8.0295,7.983,6.6755,7.8305,7.6847,8.0453,8.1675,7.0557,7.68,7.3465,8.4667,7.6633,6.6669,7.9009,6.4529,6.2336,9.4378,7.9047,6.5426,7.2034,7.8257,8.0619,7.2028,6.9091,7.1756,7.8927,8.4826,10.735,7.2377,6.237,9.2237
6.8217,7.8597,7.6951,8.9743,7.616,7.6984,7.2853,7.4172,6.9109,7.2576,6.8331,5.8675,8.4624,6.6277,8.3646,8.1034,7.7248,6.7179,8.0455,7.6758,7.9213,8.1962,7.0742,7.5592,7.3636,8.4687,8.0278,6.83,7.6801,6.88,6.326,9.4701,7.9657,6.9899,7.0813,7.9444,8.3088,7.2487,6.7581,7.3573,7.94,9.0295,11.566,7.2328,6.3821,11.002
6.871,7.7715,7.7847,9.0695,7.6516,7.6386,7.1131,7.3554,6.9859,7.1237,7.0271,5.518,8.262,6.6695,8.3492,8.0653,7.9075,6.9405,7.9458,7.8007,7.8664,8.4363,6.9445,7.6117,7.261,8.29,7.98,6.7798,7.6892,6.9673,6.2051,9.3865,7.6533,6.6182,6.8257,7.9205,8.0223,7.1915,6.9967,7.3306,8.0706,8.3729,11.893,7.2802,6.538,10.2
7.0018,8.3922,8.0549,8.2171,8.1325,8.4546,7.5282,8.3092,8.5534,9.0511,7.2466,6.3184,10.147,7.591,10.348,10.847,8.3248,7.1882,10.088,7.918,8.7044,9.817,7.7304,8.0418,8.5834,9.0043,10.065,8.5246,8.3691,7.3289,6.4643,10.72,10.783,9.8789,8.2086,9.0015,9.2775,10.577,7.8641,9.8169,8.928,7.6318,11.211,9.0706,8.8075,7.8623
6.7647,7.9166,7.6279,8.561,7.5448,7.441,7.3788,7.425,7.3402,7.5832,6.9547,5.5861,8.2777,6.4527,8.7971,8.8299,7.7366,6.9588,8.0873,7.743,7.9442,8.6106,7.1498,7.5467,7.6184,8.3089,8.3192,7.2695,7.7337,6.8481,6.1847,9.6317,8.5922,7.8441,7.1542,8.1146,8.0114,8.173,7.1906,7.9594,7.6796,12.087,9.4273,8.0002,6.4379,8.4119
6.7802,7.8977,7.719,8.4733,7.634,7.5291,7.8151,7.405,7.4151,7.6006,7.0371,5.9737,7.9626,6.4705,8.8358,8.7322,8.0938,6.8557,8.2025,8.0058,8.2891,8.7642,7.3511,7.7908,7.7541,8.7545,8.3293,7.2664,8.0406,7.3059,6.3962,9.7004,8.3181,7.1878,7.1217,8.0479,8.641,7.5104,6.9612,7.4982,8.1373,7.748,9.4639,7.835,6.1654,8.8346
6.8553,8.0028,7.6726,8.9245,7.8254,7.3951,7.2831,7.1254,7.0459,7.4265,7.0161,5.8953,8.1483,6.535,8.5324,8.3604,7.9386,6.9646,8.0991,7.9066,8.1242,8.5472,7.0948,7.6004,7.4248,8.6734,8.0831,7.158,7.9082,7.1091,6.1842,9.5755,8.1971,7.1154,7.0335,8.1051,8.2563,7.3517,7.1795,7.2556,7.7534,7.7931,8.9946,7.3088,6.0782,8.3348
6.9568,8.0233,7.7734,8.842,7.8879,7.4118,7.5356,7.4934,7.4558,7.5971,7.2392,5.918,8.192,6.5722,8.8354,8.5217,8.1281,6.7273,8.2292,7.9623,8.3701,8.7319,7.2015,7.8705,7.7177,8.8968,8.2483,7.2626,8.0693,7.3154,6.4913,9.7911,8.4189,7.3825,7.166,8.3003,8.683,7.7677,7.0151,7.3998,7.9644,8.9465,9.1217,7.8496,6.2597,8.5706
6.7071,7.9343,7.7513,8.8422,7.6498,7.5262,7.6739,7.3601,7.2009,7.4767,6.9871,5.5441,8.0796,6.4159,8.8002,8.6048,7.9817,6.6958,8.0896,8.0212,8.224,8.532,7.2256,7.7416,7.6259,8.7553,8.2181,7.138,7.8242,7.2004,6.6129,9.7366,8.2706,7.1331,6.9832,8.0567,8.6503,7.4928,6.9942,7.4759,7.9812,8.7362,9.4489,7.642,5.9429,8.6216
6.5859,11.072,10.778,7.8256,9.8856,12.27,10.139,11.317,10.33,11.177,9.8889,5.6611,11.837,10.996,12.299,12.607,9.4989,9.9869,11.722,9.4693,9.2543,11.44,9.3692,11.062,10.297,11.216,12.357,11.082,9.0504,6.7543,6.7954,11.695,12.358,11.652,10.345,10.484,10.3,12.206,9.9697,12.088,10.57,10.694,10.062,10.272,10.869,8.7876
6.7677,11.009,10.767,7.3919,10.167,12.315,10.487,11.44,10.718,11.234,10.105,5.8868,11.853,11.065,12.389,12.597,9.6353,10.27,11.61,9.6943,9.4358,11.596,9.6633,11.306,10.489,11.298,12.257,11.161,9.4065,6.7299,6.7614,12.149,12.546,11.949,10.347,10.653,10.442,12.191,10.279,12.226,10.686,10.772,9.9762,10.428,11.025,8.8183
6.7539,11.439,10.83,7.8544,9.6136,13.056,10.482,11.285,9.8991,10.759,10.582,5.3975,11.665,10.67,12.139,12.686,8.8971,9.4217,11.4,9.8126,9.1318,11.001,8.7215,11.763,9.9955,11.825,12.179,10.711,8.4749,7.1087,6.8051,11.405,12.703,11.918,9.8564,10.143,10.038,12.142,9.5433,11.85,10.424,11.376,10.053,10.487,10.908,8.4252
6.7981,11.47,10.769,7.7594,9.9974,12.584,10.509,11.222,10.179,11.252,10.501,5.7624,11.817,10.99,12.178,12.548,9.1962,10.126,11.417,9.8049,9.3283,11.335,9.7371,11.367,10.391,11.491,12.359,11.088,8.6785,7.0495,7.0456,11.819,12.261,11.441,9.7751,10.165,10.378,12.163,10.129,11.881,10.665,7.6286,10.198,9.8888,10.827,8.6441
6.7206,11.392,10.961,7.6366,10.412,12.681,10.752,11.388,10.528,11.264,10.645,5.7765,11.867,11.076,12.387,12.618,9.2257,10.264,11.398,10.039,9.3237,11.432,9.6663,11.651,10.552,11.708,12.334,11.095,9.0661,6.8663,6.6962,12.09,12.556,11.841,9.9223,10.482,10.316,12.203,9.973,12.129,10.71,7.5698,10.109,9.9954,11.09,8.8105
6.2885,11.469,10.499,7.3472,9.5696,12.554,10.245,10.892,9.8197,11.023,10.225,5.5709,11.627,10.501,11.901,12.431,8.9296,9.7558,11.229,9.4136,9.1479,11.176,9.2471,11.399,10.237,11.28,11.801,10.791,8.7347,6.8221,7.0077,11.557,12.255,11.423,9.6736,9.9668,10.245,12.077,10.14,11.844,10.066,7.9704,9.9459,10.174,10.604,8.8025
6.8624,11.242,10.466,8.1321,9.897,12.469,10.512,11.219,10.04,11.136,10.441,5.7139,11.656,10.661,12.141,12.716,9.104,9.9231,11.098,9.705,9.2372,11.406,9.5326,11.565,10.436,11.412,11.869,10.818,8.9543,6.7582,6.7722,11.941,12.564,11.873,9.6796,10.354,10.248,12.22,10.009,11.942,10.277,8.0176,9.9494,10.179,10.714,8.8417
6.7111,11.474,10.676,7.8293,9.7957,12.648,10.369,11.026,9.758,11.09,10.343,5.5705,11.933,10.818,12.087,12.452,9.157,9.6042,11.507,9.6181,9.0289,11.074,9.0917,11.5,10.191,11.518,11.919,10.803,8.6175,6.9621,7.2929,11.532,12.517,11.803,9.8707,9.9438,10.544,12.237,9.9225,11.94,10.337,10.815,10.351,10.399,10.866,8.6125
6.6635,11.392,10.8,8.1194,9.9172,12.645,10.24,11.023,10.007,11.037,10.329,5.4887,11.825,10.778,12.035,12.496,9.0416,9.6924,11.604,9.7739,9.1229,11.169,9.1892,11.574,10.075,11.617,11.897,10.818,8.6823,6.8951,7.1387,11.767,12.623,11.572,9.8596,10.113,10.575,12.164,9.7833,11.86,10.42,11.118,10.188,10.389,11.041,8.5666
6.5743,10.634,10.225,8.1847,9.4559,11.858,9.647,10.627,9.6679,10.679,9.2288,5.9703,11.268,10.342,11.764,12.034,8.8772,9.2413,11.041,9.0332,8.991,10.894,8.5655,10.718,9.7851,10.56,11.626,10.544,8.632,7.0417,6.4292,11.403,12.043,11.509,9.6687,10.001,9.6594,11.72,9.5114,11.434,10.028,12.022,9.9444,10.08,9.98,8.6665
6.6678,11.31,10.805,8.1125,10.236,12.565,10.704,11.619,10.168,11.085,10.419,5.8353,11.945,11.319,12.067,12.575,9.3272,9.6867,11.53,9.7989,9.0772,11.279,9.1091,11.372,10.255,11.636,12.227,10.833,8.937,6.8369,6.6581,11.55,12.33,11.781,9.9668,10.295,9.8981,12.196,9.9826,11.819,10.908,7.5889,10.279,9.9429,10.711,8.4051
6.7139,11.443,10.656,8.2421,9.9513,12.792,10.408,11.277,9.5051,10.501,10.305,5.5549,11.922,10.761,11.689,12.57,8.4824,8.8755,11.189,9.6035,8.8144,10.8,8.4643,11.204,9.6395,11.717,11.611,10.218,8.3188,7.1152,6.6165,11.259,12.29,11.592,9.3638,9.7848,9.5429,11.954,9.3795,11.226,10.219,8.9736,10.187,9.7247,10.274,8.4286
6.2993,11.324,10.39,8.5045,9.3187,12.373,9.1436,9.7994,8.4631,9.5692,9.4432,5.4317,11.819,9.544,10.699,11.599,8.3777,8.1417,11.136,9.5426,8.4843,9.7394,7.9983,10.585,9.1088,11.023,10.517,9.6137,8.2101,6.777,6.1933,10.116,11.845,10.872,9.0382,9.4138,9.0331,11.176,8.3442,10.838,9.1971,11.024,10.363,9.4038,9.6988,8.5139
7.0539,7.5336,7.3409,8.4632,6.947,7.5397,6.96,6.6735,6.5792,6.7158,6.6269,5.0991,7.6606,6.2164,7.9299,7.7465,7.4071,6.5626,7.5652,7.3612,7.8236,7.8401,6.5639,7.1981,7.0046,8.3028,7.6391,6.46,7.284,6.5011,6.1305,9.0508,7.5382,6.3972,6.5748,7.5221,7.7318,6.7813,6.4622,6.7185,7.4988,8.9319,9.38,7.3495,6.1021,8.7786
6.8989,7.4852,7.2412,8.3266,7.0137,7.442,6.7799,6.6791,6.4703,6.7922,6.6115,5.2466,7.7597,6.2276,8.1067,8.0145,7.4356,6.4991,7.5277,7.1915,7.829,7.9225,6.6975,7.2047,7.1534,8.272,7.6337,6.7029,7.5155,6.6474,5.9675,8.8614,7.4637,6.2916,6.6137,7.813,7.667,7.0168,6.6628,6.8246,7.5969,8.1374,9.2408,7.4098,5.7369,8.7878
7.0934,7.2527,7.1196,8.0973,6.5523,7.2798,6.4947,6.5096,6.3995,6.3854,6.2621,4.9109,7.3056,6.1749,7.662,7.5094,7.2609,6.5955,7.3343,7.2195,7.5645,7.4234,6.3816,6.9254,6.17,8.0327,7.3768,5.8301,7.1623,6.3335,5.7194,8.777,6.9292,6.2349,6.0191,6.4904,7.4087,6.7072,6.5404,6.3021,7.0895,8.8118,8.99,7.0654,5.9389,8.4173
7.0133,7.9677,7.3884,8.8097,7.4552,7.5034,7.3867,7.5877,7.0925,7.5751,7.1725,5.9444,8.5306,6.7717,8.6677,8.6537,7.91,6.9436,8.4758,7.4256,7.9639,8.7562,7.1165,7.7672,7.6868,8.3649,8.1268,7.4227,7.8119,7.1695,6.4967,9.6776,8.4747,7.5181,7.0921,8.3943,8.2658,7.8732,7.0874,8.0568,7.8731,10.142,9.3326,8.1516,6.6173,9.27
6.9657,8.0344,7.4572,8.7924,7.437,7.528,7.283,7.5052,7.2506,7.6488,7.0691,5.9012,8.4742,6.6603,8.7319,8.7929,7.7675,7.1564,8.3957,7.6224,8.0225,8.8221,7.224,7.7197,7.7339,8.3756,8.1074,7.3771,7.5444,7.3598,6.5124,9.8525,8.4938,7.4842,7.1923,8.243,8.5357,7.9841,7.1913,8.048,7.9739,9.684,9.3172,8.2797,6.6327,9.1733
7.0032,7.9299,7.4105,8.6095,7.4582,7.3854,7.3271,7.4016,7.0994,7.8039,7.1912,6.1006,8.4657,6.607,8.7436,8.6762,7.8366,7.0348,8.4441,7.5552,7.9858,8.8004,7.0607,7.6922,7.7568,8.3263,8.1147,7.4709,7.7326,7.0883,6.3007,9.7544,8.4185,7.5151,7.2527,8.3375,8.4361,7.939,7.0841,8.0652,8.0191,10.017,9.2975,8.2282,6.6074,9.1161
6.7392,7.8369,7.3934,8.668,7.3901,7.5598,7.1941,7.3037,7.1189,7.5001,7.11,5.9313,8.4981,6.6494,8.6234,8.6911,7.5786,6.9883,8.4495,7.521,7.8523,8.7232,7.0072,7.5122,7.5923,7.9425,8.0696,7.3185,7.5454,6.9554,6.2643,9.6092,8.4585,7.438,6.906,8.25,8.2726,7.9163,7.0798,8.0644,7.831,10.294,9.3153,8.3093,6.7233,9.0296
6.9339,7.8576,7.1808,8.3769,7.4734,7.3993,7.336,7.4706,7.3729,7.709,7.1035,5.991,8.3827,6.6974,8.6931,8.7493,7.8669,7.0156,8.466,7.6199,7.9603,8.816,7.1713,7.719,8.0045,8.2808,8.0993,7.5523,7.6619,6.9167,6.4318,9.749,8.5509,7.6049,7.2086,8.5083,8.3366,7.9576,7.2503,8.2375,8.0896,8.6655,9.3348,8.2407,6.7791,9.1274
6.7668,7.9402,7.4128,8.6678,7.6029,7.5089,7.2671,7.2908,7.076,7.5448,7.0148,5.9204,8.3865,6.5477,8.5975,8.5991,7.8353,6.9447,8.2627,7.5421,7.9889,8.6697,7.0202,7.6199,7.4996,8.2744,7.9634,7.0884,7.6788,6.8578,6.2977,9.6931,8.4172,7.4664,7.0259,8.0187,8.2789,7.8769,7.0361,7.8371,7.8437,10.615,9.2426,8.1593,6.6125,9.0068
7.2582,7.57,7.7253,8.5394,7.3619,7.4054,6.9718,7.0607,6.8182,7.2142,7.0059,5.7905,7.9377,6.9996,8.3025,8.232,7.5934,7.0278,7.6016,7.2765,8.0427,8.3986,7.1046,7.719,6.8659,7.9961,7.7123,6.899,7.404,6.5671,6.8065,9.2041,7.9528,6.6862,7.1531,7.582,7.8563,7.744,7.1907,7.7125,7.6423,10.505,9.3046,7.4335,6.7636,8.5464
7.0996,7.7594,7.4657,8.6242,7.4619,7.4725,7.1681,7.6719,7.5678,8.3098,6.98,5.4805,8.5114,6.8083,9.3943,9.7789,7.8657,7.1881,8.2653,7.5035,8.0778,9.0372,7.189,7.7892,7.6959,8.3887,9.1405,8.1359,7.7252,6.7296,6.4615,9.8833,9.767,8.8102,7.5462,8.2827,8.0976,9.4102,7.7729,9.1419,8.0405,11.394,9.3672,7.5257,7.4627,8.7612
7.2775,7.7032,7.5287,8.0878,7.3347,7.3921,7.047,7.0631,6.8395,6.9815,7.0206,5.6097,7.7531,6.7493,8.3636,8.1959,7.686,6.6104,7.572,7.4658,8.0249,8.175,6.9403,7.7047,6.9623,8.049,7.8434,6.3271,7.3941,6.5421,6.4634,9.3534,8.1148,6.8226,6.6148,7.5513,7.7294,7.6119,7.1112,7.1865,7.6971,11.017,8.9407,7.5419,6.6867,8.6317
6.679,7.9931,7.3952,8.8648,7.3945,7.5143,7.335,7.6281,7.3038,8.0081,6.9262,5.6149,8.2955,6.8705,9.0617,9.0544,7.8528,7.122,8.1248,7.5285,8.2019,8.9705,7.1928,7.8801,7.7899,8.493,8.504,7.9697,7.7567,7.0157,6.4464,9.858,8.913,8.1653,7.3971,8.4806,8.3395,8.5395,7.4552,8.8332,8.0249,10.989,9.3609,7.8059,7.0546,8.9133
6.6216,7.8609,7.488,8.1224,7.4798,7.5161,7.2768,7.3881,7.2424,7.5992,6.9029,6.2105,8.3288,6.6442,8.6225,8.57,7.6976,6.9742,8.1108,7.4804,8.011,8.442,6.9988,7.5968,7.61,8.43,8.46,7.2496,7.6827,6.7769,6.092,9.5534,8.3729,7.4506,7.1306,8.116,8.0097,8.0638,7.226,7.8652,7.7855,11.153,9.2362,7.726,6.3708,9.1606
6.7527,7.716,7.5221,8.4887,7.2041,7.6939,7.1659,7.4314,7.2775,7.8372,6.7081,5.7669,8.3743,6.6859,8.6877,8.8782,7.6249,7.0717,8.2224,7.4191,7.9656,8.654,7.0436,7.3926,7.6918,8.4575,8.6177,7.521,7.71,6.6737,6.0249,9.565,8.7405,8.028,7.4054,8.0353,7.8738,8.6402,7.4221,8.2036,7.7032,11.338,9.4443,7.9486,6.754,9.3002
6.6345,7.7517,7.5074,8.6939,7.4969,7.591,7.1737,7.311,7.0518,7.5178,6.9201,5.7731,8.169,6.59,8.5336,8.3124,7.8275,6.8208,8.0061,7.4951,8.0759,8.5451,6.868,7.5046,7.5613,8.4028,8.1135,7.2196,7.6679,6.8543,5.9818,9.4627,8.1949,7.3213,7.078,8.1802,7.9512,7.7404,7.0656,7.4286,7.7537,10.989,9.4735,7.8735,6.381,8.903
6.9737,7.9279,7.5121,8.809,7.5748,7.4023,7.1498,7.3841,6.9751,7.3102,7.1762,5.9865,8.3005,6.6365,8.5316,8.3118,7.688,6.9506,8.2183,7.5733,7.9748,8.6241,6.9381,7.7227,7.3744,8.3372,8.0375,7.0245,7.6366,7.0757,6.3272,9.6037,8.283,7.1773,6.8021,8.0335,8.2554,7.687,6.9445,7.4905,8.0095,9.7491,9.2123,8.1268,6.4234,9.0953
6.5962,7.9973,7.4376,8.3191,7.5738,7.5421,7.5037,7.324,6.8875,7.45,7.1419,6.1068,8.3659,6.543,8.5487,8.3576,7.8161,6.8552,8.2743,7.6617,8.0821,8.6929,7.0291,7.7639,7.684,8.4101,8.0927,7.2239,7.8394,6.7758,6.1839,9.5975,8.1314,7.2363,7.1087,8.3109,8.194,7.6206,7.1716,7.6592,7.9362,9.039,9.2867,8.2203,6.4309,9.295
7.0155,8.0325,7.6128,8.2607,7.7321,7.4867,7.3884,7.2644,7.2302,7.5594,7.1505,6.0925,8.3837,6.6759,8.5474,8.5233,7.8648,7.0299,8.4232,7.5937,8.0224,8.6092,7.0851,7.7989,7.6073,8.3607,8.1367,7.2089,7.775,7.1549,6.5428,9.6716,8.4307,7.4781,7.1209,8.1782,8.3055,7.7385,7.0831,7.6816,8.0104,8.8175,9.2864,8.2583,6.5838,9.2485
6.8133,7.4061,7.1574,8.2736,7.1301,7.2829,6.6478,6.7947,6.654,6.8779,6.5661,5.4486,7.7317,6.3437,7.8486,7.6883,7.3845,6.6444,7.7325,7.3609,7.8424,8.2821,6.6632,7.3451,6.9743,8.25,7.4566,6.543,7.3973,6.337,6.2386,9.1281,7.5638,6.2809,6.6027,7.5669,7.8196,6.9128,6.6896,7.0087,7.7077,8.6678,9.1356,7.3948,6.0432,8.7356
7.098,7.6419,7.1334,8.8293,7.1432,7.3357,7.1091,7.0349,6.807,6.9145,6.8498,5.4988,7.801,6.1478,8.088,7.7638,7.3282,6.5896,7.735,7.3725,7.8361,8.1622,6.7235,7.3868,7.1194,8.0537,7.6195,6.5452,7.3923,6.7297,6.3592,9.2716,7.565,6.4989,6.4891,7.5774,7.921,6.8127,6.647,6.8671,7.6592,7.78,9.2018,7.3874,5.757,8.9237
